Class,Accuracy,Precision,Recall,F1
Cube,0.7681159420289855,0.7647058823529411,0.9069767441860465,0.8297872340425532
Stick,0.5942028985507246,0.5909090909090909,0.40625,0.48148148148148145
Sphere,0.2318840579710145,0.22058823529411764,1.0,0.3614457831325301
Flat,0.8695652173913043,0.0,0.0,0.0
Amorphous,0.5507246376811594,0.15151515151515152,0.625,0.24390243902439024
Macro-Average,0.0,0.3455436720142603,0.5876453488372093,0.383323387536191
Micro-Average,0.6028985507246377,0.4044943820224719,0.6990291262135923,0.5124555160142349
