,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.875,0.7142857142857143,0.8125,0.5714285714285714
1,10,0.8125,0.4482758620689655,0.84375,0.4576271186440678
2,20,0.59375,0.3725490196078432,0.65625,0.39622641509433965
3,30,0.8125,0.6444444444444445,0.8125,0.6444444444444445
4,40,0.8125,0.5714285714285714,0.875,0.632183908045977
