,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.8125,0.4482758620689655,0.875,0.632183908045977
1,10,0.9375,0.7333333333333334,0.9375,0.7333333333333334
2,20,0.0,0.0,0.0,0.0
3,30,1.0,1.0,0.90625,0.4754098360655738
4,40,0.0,0.0,0.0,0.0
