,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.625,0.3846153846153846,0.625,0.3846153846153846
1,10,0.0,0.0,0.0,0.0
2,20,0.0,0.0,0.0,0.0
3,30,0.9375,0.4838709677419355,0.9375,0.4838709677419355
4,40,1.0,1.0,1.0,1.0
