,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.8125,0.5714285714285714,0.8125,0.5714285714285714
1,10,0.8125,0.5714285714285714,0.8125,0.5714285714285714
2,20,0.8125,0.6444444444444445,0.8125,0.6444444444444445
3,30,0.875,0.4666666666666667,0.9375,0.7333333333333334
4,40,0.8125,0.5714285714285714,0.8125,0.5714285714285714
