,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.875,0.4666666666666667,0.90625,0.4754098360655738
1,10,0.625,0.3846153846153846,0.71875,0.4181818181818182
2,20,0.84375,0.4576271186440678,0.9375,0.7333333333333334
3,30,0.75,0.4285714285714286,0.875,0.632183908045977
4,40,0.0,0.0,0.0,0.0
