,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.71875,0.41818181818181815,0.75,0.42857142857142855
1,10,0.71875,0.41818181818181815,0.625,0.38461538461538464
2,20,0.40625,0.2888888888888889,0.53125,0.34693877551020413
3,30,0.84375,0.4576271186440678,0.9375,0.7333333333333334
4,40,0.5,0.33333333333333337,0.5625,0.36000000000000004
