Class,Accuracy,Precision,Recall,F1
Cube,0.5362318840579711,0.6,0.09090909090909091,0.15789473684210525
Stick,0.5217391304347826,0.5,0.06060606060606061,0.10810810810810811
Sphere,0.34782608695652173,0.1702127659574468,0.5714285714285714,0.26229508196721313
Flat,0.6811594202898551,0.09090909090909091,0.5,0.15384615384615385
Amorphous,0.4782608695652174,0.11428571428571428,0.4444444444444444,0.18181818181818182
Macro-Average,0.028985507246376812,0.2950815142304504,0.3334776334776335,0.17279245251635245
Micro-Average,0.5130434782608696,0.168141592920354,0.20430107526881722,0.18446601941747573
