Class,Accuracy,Precision,Recall,F1
Cube,0.25,0.25,0.045454545454545456,0.07692307692307693
Stick,0.8125,1.0,0.14285714285714285,0.25
Sphere,0.21875,0.16666666666666666,1.0,0.2857142857142857
Flat,0.90625,1.0,0.0,0.0
Amorphous,0.25,0.21428571428571427,0.75,0.3333333333333333
Macro-Average,0.03125,0.5261904761904763,0.38766233766233765,0.1891941391941392
Micro-Average,0.4875,0.20634920634920634,0.28888888888888886,0.24074074074074073
