,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.8809523809523809,0.6103896103896104,0.9523809523809523,0.8205128205128205
1,10,0.6666666666666666,0.4,0.5714285714285714,0.3636363636363637
2,20,0.8571428571428571,0.7083333333333333,0.8571428571428571,0.7083333333333333
3,30,0.8095238095238095,0.4473684210526316,0.7619047619047619,0.4324324324324324
4,40,0.9047619047619048,0.7236842105263157,0.9047619047619048,0.7236842105263157
