,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.7619047619047619,0.7529411764705883,0.7619047619047619,0.7529411764705883
1,10,0.6904761904761905,0.6816326530612246,0.7619047619047619,0.7529411764705883
2,20,0.7142857142857143,0.6500000000000001,0.7142857142857143,0.6500000000000001
3,30,0.6666666666666666,0.6370370370370371,0.7142857142857143,0.6888888888888889
4,40,0.7142857142857143,0.6971153846153846,0.7619047619047619,0.7475961538461539
