,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.9047619047619048,0.641025641025641,0.9047619047619048,0.641025641025641
1,10,0.9047619047619048,0.641025641025641,0.9047619047619048,0.641025641025641
2,20,0.8333333333333334,0.45454545454545453,0.8571428571428571,0.4615384615384615
3,30,0.9047619047619048,0.641025641025641,0.8333333333333334,0.45454545454545453
4,40,0.8809523809523809,0.6888888888888889,0.8571428571428571,0.5855263157894737
