,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.7857142857142857,0.44,0.5476190476190477,0.3538461538461538
1,10,0.8571428571428571,0.5855263157894737,0.8571428571428571,0.5855263157894737
2,20,0.9523809523809523,0.7375,0.9523809523809523,0.7375
3,30,0.42857142857142855,0.3,0.16666666666666666,0.14285714285714288
4,40,0.8333333333333334,0.45454545454545453,0.6666666666666666,0.4
