,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.7142857142857143,0.41666666666666663,0.8095238095238095,0.4473684210526316
1,10,0.8809523809523809,0.4683544303797469,0.8571428571428571,0.5855263157894737
2,20,0.7619047619047619,0.513888888888889,0.8095238095238095,0.611111111111111
3,30,0.6666666666666666,0.4000000000000001,0.42857142857142855,0.30000000000000004
4,40,0.8333333333333334,0.45454545454545453,0.8095238095238095,0.5459459459459459
