,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.5714285714285714,0.3636363636363637,0.2857142857142857,0.2222222222222222
1,10,1.0,1.0,0.8809523809523809,0.4683544303797469
2,20,0.6428571428571429,0.391304347826087,0.6666666666666666,0.4000000000000001
3,30,0.47619047619047616,0.3225806451612903,0.16666666666666666,0.14285714285714288
4,40,0.6666666666666666,0.4000000000000001,0.3333333333333333,0.25
