,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.8333333333333334,0.45454545454545453,0.8333333333333334,0.45454545454545453
1,10,0.9523809523809523,0.7375,0.9523809523809523,0.7375
2,20,1.0,1.0,1.0,1.0
3,30,0.9523809523809523,0.4878048780487805,0.9523809523809523,0.4878048780487805
4,40,1.0,1.0,1.0,1.0
