,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.8571428571428571,0.81524926686217,0.7142857142857143,0.6304985337243402
1,10,0.7619047619047619,0.6464646464646465,0.7619047619047619,0.6464646464646465
2,20,0.8333333333333334,0.7418788410886743,0.8095238095238095,0.6911764705882353
3,30,0.8571428571428571,0.7083333333333333,0.8571428571428571,0.7083333333333333
4,40,0.7619047619047619,0.5714285714285714,0.7619047619047619,0.5714285714285714
