,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.7101449275362319,0.636842105263158,0.6231884057971014,0.5278947368421052
1,10,0.6521739130434783,0.5117924528301887,0.6521739130434783,0.5117924528301887
2,20,0.6231884057971014,0.5278947368421052,0.5652173913043478,0.4552631578947368
3,30,0.5942028985507246,0.4536199095022624,0.6521739130434783,0.5316742081447964
4,40,0.6521739130434783,0.48888888888888893,0.6521739130434783,0.4623376623376624
