,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.6811594202898551,0.6005263157894737,0.6811594202898551,0.6005263157894737
1,10,0.6811594202898551,0.6329787234042552,0.6811594202898551,0.6329787234042552
2,20,0.6811594202898551,0.5866013071895425,0.5942028985507246,0.4738562091503268
3,30,0.6521739130434783,0.5996131528046421,0.6521739130434783,0.5996131528046421
4,40,0.6811594202898551,0.6413043478260869,0.6521739130434783,0.608695652173913
