,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.7681159420289855,0.5964912280701754,0.7681159420289855,0.5964912280701754
1,10,0.855072463768116,0.7296238244514106,0.8260869565217391,0.6755485893416928
2,20,0.8260869565217391,0.6166666666666667,0.855072463768116,0.6805555555555556
3,30,0.7971014492753623,0.6863636363636363,0.7971014492753623,0.6863636363636363
4,40,0.7971014492753623,0.6863636363636363,0.7971014492753623,0.6863636363636363
