,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.0,0.0,0.0,0.0
1,10,0.7619047619047619,0.4324324324324324,0.8333333333333334,0.45454545454545453
2,20,0.2619047619047619,0.20754716981132074,0.23809523809523808,0.19230769230769232
3,30,0.0,0.0,0.0,0.0
4,40,0.0,0.0,0.0,0.0
