,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.7619047619047619,0.4324324324324324,0.8095238095238095,0.4473684210526316
1,10,0.7619047619047619,0.43243243243243246,0.7857142857142857,0.44
2,20,0.7619047619047619,0.513888888888889,0.7619047619047619,0.513888888888889
3,30,0.8095238095238095,0.5459459459459459,0.6190476190476191,0.38235294117647056
4,40,0.8095238095238095,0.5459459459459459,0.8095238095238095,0.5459459459459459
