,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.7971014492753623,0.5906779661016949,0.7971014492753623,0.5906779661016949
1,10,0.7971014492753623,0.6469298245614035,0.7681159420289855,0.5964912280701754
2,20,0.7681159420289855,0.567398119122257,0.7681159420289855,0.567398119122257
3,30,0.7971014492753623,0.5527777777777778,0.855072463768116,0.6805555555555556
4,40,0.8260869565217391,0.7311688311688311,0.8260869565217391,0.7311688311688311
