Class,Accuracy,Precision,Recall,F1
Cube,0.71875,0.6666666666666666,1.0,0.8
Stick,0.6875,0.6190476190476191,0.8666666666666667,0.7222222222222222
Sphere,0.8125,0.2,0.3333333333333333,0.25
Flat,0.9375,1.0,0.0,0.0
Amorphous,0.8125,0.5,0.8333333333333334,0.625
Macro-Average,0.25,0.5971428571428572,0.6066666666666667,0.47944444444444445
Micro-Average,0.79375,0.5873015873015873,0.8409090909090909,0.6915887850467289
