Class,Accuracy,Precision,Recall,F1
Cube,0.4782608695652174,0.8,0.26666666666666666,0.4
Stick,0.43478260869565216,0.3333333333333333,0.56,0.417910447761194
Sphere,0.391304347826087,0.18,0.9,0.3
Flat,0.6956521739130435,0.10526315789473684,0.3333333333333333,0.16
Amorphous,0.8405797101449275,0.75,0.5294117647058824,0.6206896551724138
Macro-Average,0.043478260869565216,0.43371929824561406,0.5178823529411765,0.3797200205867216
Micro-Average,0.5681159420289855,0.3333333333333333,0.44660194174757284,0.3817427385892116
