Class,Accuracy,Precision,Recall,F1
Cube,0.84375,0.84,0.9545454545454546,0.8936170212765957
Stick,0.4375,0.28,1.0,0.4375
Sphere,0.90625,0.6666666666666666,0.8,0.7272727272727273
Flat,0.9375,1.0,0.3333333333333333,0.5
Amorphous,0.78125,0.6666666666666666,0.25,0.36363636363636365
Macro-Average,0.28125,0.6906666666666667,0.6675757575757577,0.5844052224371373
Micro-Average,0.78125,0.5833333333333334,0.7777777777777778,0.6666666666666666
