Class,Accuracy,Precision,Recall,F1
Cube,0.36231884057971014,1.0,0.0,0.0
Stick,0.6231884057971014,0.0,0.0,0.0
Sphere,0.37681159420289856,0.24,0.7058823529411765,0.3582089552238806
Flat,0.9130434782608695,1.0,0.0,0.0
Amorphous,0.6086956521739131,0.05263157894736842,0.1,0.06896551724137931
Macro-Average,0.043478260869565216,0.4585263157894738,0.1611764705882353,0.08543489449305197
Micro-Average,0.5768115942028985,0.18571428571428572,0.12745098039215685,0.1511627906976744
