Class,Accuracy,Precision,Recall,F1
Cube,0.3333333333333333,0.0,0.0,0.0
Stick,0.5652173913043478,0.2,0.037037037037037035,0.0625
Sphere,0.18840579710144928,0.17647058823529413,1.0,0.3
Flat,0.9130434782608695,1.0,0.0,0.0
Amorphous,0.8405797101449275,0.6666666666666666,0.16666666666666666,0.26666666666666666
Macro-Average,0.057971014492753624,0.4086274509803921,0.24074074074074076,0.12583333333333332
Micro-Average,0.5681159420289855,0.189873417721519,0.15,0.16759776536312848
