,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.8840579710144928,0.56875,0.9130434782608695,0.6765625000000001
1,10,0.5797101449275363,0.36697247706422015,0.8840579710144928,0.4692307692307692
2,20,0.3333333333333333,0.25,0.2028985507246377,0.16867469879518074
3,30,0.9420289855072463,0.48507462686567165,0.8840579710144928,0.4692307692307693
4,40,0.6811594202898551,0.4051724137931035,0.7391304347826086,0.425
