,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.9420289855072463,0.7346153846153847,0.9130434782608695,0.601923076923077
1,10,0.855072463768116,0.5436507936507936,0.855072463768116,0.5436507936507936
2,20,0.4927536231884058,0.3300970873786408,0.5797101449275363,0.36697247706422015
3,30,0.8985507246376812,0.47328244274809156,0.855072463768116,0.4609375
4,40,0.8840579710144928,0.6349206349206349,0.855072463768116,0.5436507936507936
