,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.5942028985507246,0.491578947368421,0.6956521739130435,0.4102564102564103
1,10,0.6231884057971014,0.4711084905660377,0.6811594202898551,0.5524764150943396
2,20,0.6521739130434783,0.5642105263157895,0.5652173913043478,0.4552631578947368
3,30,0.6231884057971014,0.49264705882352944,0.6231884057971014,0.49264705882352944
4,40,0.6811594202898551,0.5314814814814814,0.6521739130434783,0.48888888888888893
