,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.6811594202898551,0.655,0.7681159420289855,0.7490909090909091
1,10,0.6521739130434783,0.6349206349206349,0.7971014492753623,0.787037037037037
2,20,0.7971014492753623,0.7918103448275862,0.7971014492753623,0.7918103448275862
3,30,0.7101449275362319,0.7086148648648649,0.7681159420289855,0.7668918918918919
4,40,0.7391304347826086,0.7295296167247387,0.7391304347826086,0.7295296167247387
