,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.7101449275362319,0.636842105263158,0.7101449275362319,0.636842105263158
1,10,0.6521739130434783,0.5996131528046421,0.6521739130434783,0.5996131528046421
2,20,0.7101449275362319,0.6241830065359477,0.7246376811594203,0.6363384188626907
3,30,0.6811594202898551,0.6329787234042552,0.6521739130434783,0.5996131528046421
4,40,0.6811594202898551,0.6413043478260869,0.6231884057971014,0.5760869565217391
