,rs,xgb_acc_unoptimized,xgb_f1_unoptimized,xgb_acc_optimized,xgb_f1_optimized
0,0,0.8260869565217391,0.5758196721311476,0.7971014492753623,0.5051229508196722
1,10,0.8840579710144928,0.56875,0.8840579710144928,0.56875
2,20,0.855072463768116,0.6025345622119815,0.855072463768116,0.6025345622119815
3,30,0.8840579710144928,0.56875,0.8405797101449275,0.4566929133858268
4,40,0.8840579710144928,0.46923076923076923,0.9130434782608695,0.601923076923077
