Class,Accuracy,Precision,Recall,F1
Cube,0.7857142857142857,0.8,0.8888888888888888,0.8421052631578947
Stick,0.8333333333333334,0.8571428571428571,0.5,0.631578947368421
Sphere,0.7857142857142857,0.4,0.5714285714285714,0.47058823529411764
Flat,0.9285714285714286,1.0,0.0,0.0
Amorphous,0.7857142857142857,0.5,0.4444444444444444,0.47058823529411764
Macro-Average,0.3333333333333333,0.7114285714285714,0.4809523809523809,0.4829721362229102
Micro-Average,0.8238095238095238,0.6909090909090909,0.6551724137931034,0.672566371681416
