,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.7681159420289855,0.43442622950819676,0.8840579710144928,0.6349206349206349
1,10,0.855072463768116,0.5436507936507936,0.855072463768116,0.5436507936507936
2,20,0.8840579710144928,0.46923076923076923,0.855072463768116,0.46093749999999994
3,30,0.463768115942029,0.31683168316831684,0.6086956521739131,0.3783783783783784
4,40,0.8840579710144928,0.46923076923076923,0.9130434782608695,0.601923076923077
