,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.855072463768116,0.5436507936507936,0.8840579710144928,0.6349206349206349
1,10,0.8840579710144928,0.56875,0.7536231884057971,0.4297520661157025
2,20,0.8260869565217391,0.6491525423728814,0.8260869565217391,0.6491525423728814
3,30,0.855072463768116,0.646516393442623,0.8260869565217391,0.5758196721311476
4,40,0.8405797101449275,0.5886178861788618,0.8260869565217391,0.5758196721311476
