,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.6811594202898551,0.4051724137931034,0.7101449275362319,0.4152542372881356
1,10,0.9420289855072463,0.6515151515151515,0.9420289855072463,0.6515151515151515
2,20,0.9130434782608695,0.601923076923077,0.8985507246376812,0.47328244274809156
3,30,0.9710144927536232,0.7425373134328358,0.9565217391304348,0.4888888888888889
4,40,0.9710144927536232,0.7425373134328358,0.9710144927536232,0.7425373134328358
