,rs,rf_acc_unoptimized,rf_f1_unoptimized,rf_acc_optimized,rf_f1_optimized
0,0,0.7681159420289855,0.5964912280701754,0.7391304347826086,0.5460526315789473
1,10,0.7971014492753623,0.621473354231975,0.7971014492753623,0.621473354231975
2,20,0.8695652173913043,0.7253427686864219,0.855072463768116,0.6805555555555556
3,30,0.7681159420289855,0.6415584415584416,0.7391304347826086,0.5967532467532467
4,40,0.782608695652174,0.6725719708952863,0.7971014492753623,0.6863636363636363
