Class,Accuracy,Precision,Recall,F1
Cube,0.391304347826087,0.75,0.06818181818181818,0.125
Stick,0.5942028985507246,0.0,0.0,0.0
Sphere,0.18840579710144928,0.1694915254237288,0.5882352941176471,0.2631578947368421
Flat,0.8405797101449275,0.0,0.0,0.0
Amorphous,0.391304347826087,0.16666666666666666,0.8,0.27586206896551724
Macro-Average,0.0,0.2172316384180791,0.2912834224598931,0.1328039927404719
Micro-Average,0.4811594202898551,0.17647058823529413,0.20588235294117646,0.19004524886877827
