Class,Accuracy,Precision,Recall,F1
Cube,0.84375,0.9047619047619048,0.8636363636363636,0.8837209302325582
Stick,0.46875,0.14285714285714285,0.2857142857142857,0.19047619047619047
Sphere,0.65625,0.3125,1.0,0.47619047619047616
Flat,0.9375,1.0,0.3333333333333333,0.5
Amorphous,0.625,0.25,0.25,0.25
Macro-Average,0.15625,0.5220238095238094,0.5465367965367965,0.460077519379845
Micro-Average,0.70625,0.48333333333333334,0.6444444444444445,0.5523809523809524
