Class,Accuracy,Precision,Recall,F1
Cube,0.65625,0.72,0.8181818181818182,0.7659574468085106
Stick,0.59375,0.5,0.5384615384615384,0.5185185185185185
Sphere,0.34375,0.20833333333333334,0.7142857142857143,0.3225806451612903
Flat,0.9375,1.0,0.0,0.0
Amorphous,0.71875,0.125,0.3333333333333333,0.18181818181818182
Macro-Average,0.125,0.5106666666666666,0.4808524808524809,0.35777495846130025
Micro-Average,0.65,0.43661971830985913,0.6595744680851063,0.5254237288135594
