Class,Accuracy,Precision,Recall,F1
Cube,0.8333333333333334,0.8125,0.9629629629629629,0.8813559322033898
Stick,0.7619047619047619,0.8571428571428571,0.4,0.5454545454545454
Sphere,0.4523809523809524,0.2,0.625,0.30303030303030304
Flat,0.7142857142857143,0.18181818181818182,0.4,0.25
Amorphous,0.6904761904761905,0.2857142857142857,0.5714285714285714,0.38095238095238093
Macro-Average,0.16666666666666666,0.4674350649350649,0.5918783068783069,0.47215863232812383
Micro-Average,0.6904761904761905,0.48314606741573035,0.6935483870967742,0.5695364238410596
