Class,Accuracy,Precision,Recall,F1
Cube,0.5476190476190477,0.7,0.5185185185185185,0.5957446808510638
Stick,0.8333333333333334,0.8571428571428571,0.5,0.631578947368421
Sphere,0.47619047619047616,0.2413793103448276,1.0,0.3888888888888889
Flat,0.9285714285714286,1.0,0.0,0.0
Amorphous,0.7619047619047619,0.45454545454545453,0.5555555555555556,0.5
Macro-Average,0.09523809523809523,0.6506135244066278,0.5148148148148148,0.4232425034216748
Micro-Average,0.7095238095238096,0.47761194029850745,0.5517241379310345,0.512
