Class,Accuracy,Precision,Recall,F1
Cube,0.3188405797101449,1.0,0.0,0.0
Stick,0.5507246376811594,1.0,0.03125,0.06060606060606061
Sphere,0.7101449275362319,0.0,0.0,0.0
Flat,0.9130434782608695,0.16666666666666666,0.5,0.25
Amorphous,0.17391304347826086,0.13636363636363635,1.0,0.24
Macro-Average,0.11594202898550725,0.4606060606060606,0.30625,0.1101212121212121
Micro-Average,0.5333333333333333,0.13095238095238096,0.1111111111111111,0.12021857923497267
