Class,Accuracy,Precision,Recall,F1
Cube,0.8809523809523809,0.8571428571428571,1.0,0.9230769230769231
Stick,0.5952380952380952,0.5,0.35294117647058826,0.41379310344827586
Sphere,0.42857142857142855,0.23333333333333334,0.875,0.3684210526315789
Flat,0.9761904761904762,0.6666666666666666,1.0,0.8
Amorphous,0.6428571428571429,0.17647058823529413,0.75,0.2857142857142857
Macro-Average,0.11904761904761904,0.4867226890756302,0.7955882352941177,0.5582010729742126
Micro-Average,0.7047619047619048,0.4948453608247423,0.7868852459016393,0.6075949367088608
