Class,Accuracy,Precision,Recall,F1
Cube,0.8115942028985508,0.8113207547169812,0.9347826086956522,0.8686868686868687
Stick,0.4782608695652174,0.42105263157894735,0.8888888888888888,0.5714285714285714
Sphere,0.4492753623188406,0.23809523809523808,0.625,0.3448275862068966
Flat,0.8840579710144928,0.0,0.0,0.0
Amorphous,0.7681159420289855,0.3,0.25,0.2727272727272727
Macro-Average,0.10144927536231885,0.3540937248782333,0.5397342995169082,0.41153405980992186
Micro-Average,0.6782608695652174,0.47904191616766467,0.7692307692307693,0.5904059040590406
