Class,Accuracy,Precision,Recall,F1
Cube,0.5362318840579711,0.72,0.4186046511627907,0.5294117647058824
Stick,0.463768115942029,0.4358974358974359,0.53125,0.4788732394366197
Sphere,0.6666666666666666,0.21428571428571427,0.2,0.20689655172413793
Flat,0.5652173913043478,0.0,0.0,0.0
Amorphous,0.5652173913043478,0.07692307692307693,0.25,0.11764705882352941
Macro-Average,0.057971014492753624,0.28942124542124537,0.27997093023255815,0.2665657229380339
Micro-Average,0.5594202898550724,0.31007751937984496,0.3883495145631068,0.3448275862068966
