Class,Accuracy,Precision,Recall,F1
Cube,0.40476190476190477,0.6,0.11538461538461539,0.1935483870967742
Stick,0.5238095238095238,1.0,0.0,0.0
Sphere,0.11904761904761904,0.11904761904761904,1.0,0.2127659574468085
Flat,0.9047619047619048,0.0,0.0,0.0
Amorphous,0.19047619047619047,0.13157894736842105,0.8333333333333334,0.22727272727272727
Macro-Average,0.0,0.370125313283208,0.3897435897435898,0.126717414363262
Micro-Average,0.42857142857142855,0.14942528735632185,0.22033898305084745,0.1780821917808219
