Class,Accuracy,Precision,Recall,F1
Cube,0.36231884057971014,1.0,0.0,0.0
Stick,0.6376811594202898,1.0,0.0,0.0
Sphere,0.7101449275362319,0.0,0.0,0.0
Flat,0.8840579710144928,0.0,0.0,0.0
Amorphous,0.17391304347826086,0.14925373134328357,1.0,0.2597402597402597
Macro-Average,0.08695652173913043,0.4298507462686567,0.2,0.051948051948051945
Micro-Average,0.553623188405797,0.1388888888888889,0.09803921568627451,0.11494252873563218
