Class,Accuracy,Precision,Recall,F1
Cube,0.36231884057971014,0.3333333333333333,0.023255813953488372,0.043478260869565216
Stick,0.5072463768115942,0.26666666666666666,0.14814814814814814,0.19047619047619047
Sphere,0.5362318840579711,0.1875,0.5,0.2727272727272727
Flat,0.34782608695652173,0.0,0.0,0.0
Amorphous,0.43478260869565216,0.17073170731707318,0.5833333333333334,0.2641509433962264
Macro-Average,0.0,0.19164634146341464,0.25094745908699395,0.15416653349385095
Micro-Average,0.43768115942028984,0.13846153846153847,0.18,0.1565217391304348
